Players,Price,Total pts,Selected,MD pts,Pts per €,Pts per MD,PotM pts,Goals,Assists,Balls recovered,Clean sheets,Red cards,Yellow cards,Mins played,Trans in,Trans out,img_url,Next Match,Position
L. Kleinheisler,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,14.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250023225.jpg?v=0.05,HUN v SUI,MID
A. Vranckx,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,21.0,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.07,BEL v SVK,MID
O. Mangala,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,59.0,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.07,BEL v SVK,MID
L. Dendoncker,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,67.0,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.07,BEL v SVK,MID
E. Fernandes,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,49.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250086789.jpg?v=0.05,HUN v SUI,MID
M. Aebischer,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,11.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250099399.jpg?v=0.05,HUN v SUI,MID
F. Rieder,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,11.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250117806.jpg?v=0.05,HUN v SUI,MID
N. Seiwald,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,51.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250114167.jpg?v=0.05,AUT v FRA,MID
D. Ljubicic,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,11.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250105714.jpg?v=0.05,AUT v FRA,MID
B. Yıldırım,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,53.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250172874.jpg?v=0.05,TUR v GEO,FWD
A. Meret,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,121.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250066753.jpg?v=0.05,ITA v ALB,GK
E. Akbaba,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,43.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250109239.jpg?v=0.05,TUR v GEO,FWD
Y. Nazaryna,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.07,ROU v UKR,MID
J. Teze,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,344.0,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.07,POL v NED,DEF
N. Moro,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.07,ESP v CRO,MID
N. Elvedi,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,368.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250055734.jpg?v=0.05,HUN v SUI,DEF
A. Pedraza,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,21.0,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.07,ESP v CRO,MID
K. Taylor,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,41.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250113011.jpg?v=0.05,POL v NED,MID
M. Wieffer,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,83.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250177878.jpg?v=0.05,POL v NED,MID
B. Zivzivadze,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121.0,118.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250027190.jpg?v=0.05,TUR v GEO,FWD
A. Trubin,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.0,297.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250113444.jpg?v=0.05,ROU v UKR,GK
K. Arrizabalaga,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,157.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250039900.jpg?v=0.05,ESP v CRO,GK
J. Navas,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,324.0,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.07,ESP v CRO,DEF
G. Beridze,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,55.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250058138.jpg?v=0.05,TUR v GEO,FWD
G. Kvilitaia,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,232.0,224.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250066330.jpg?v=0.05,TUR v GEO,FWD
J. Kamiński,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,34.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250124940.jpg?v=0.05,POL v NED,MID
G. Krychowiak,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,17.0,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.07,POL v NED,MID
F. Marchwiński,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.07,POL v NED,MID
B. Lederman,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,12.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250159165.jpg?v=0.05,POL v NED,MID
M. Łęgowski,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.07,POL v NED,MID
P. Wszołek,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.07,POL v NED,MID
P. Dziczek,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.07,POL v NED,MID
İ. Yüksek,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,22.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250174144.jpg?v=0.05,TUR v GEO,MID
N. Semedo,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,341.0,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.07,POR v CZE,DEF
G. Tsitaishvili,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,20.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250163619.jpg?v=0.05,TUR v GEO,MID
Z. Davitashvili,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,21.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250097055.jpg?v=0.05,TUR v GEO,MID
L. Shengelia,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,9.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250067372.jpg?v=0.05,TUR v GEO,MID
B. Chilwell,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,401.0,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.07,SRB v ENG,DEF
R. Patrício,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131.0,232.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/93443.jpg?v=0.05,POR v CZE,GK
D. Ihnatenko,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.07,ROU v UKR,MID
O. Roshi,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,14.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/108488.jpg?v=0.05,ITA v ALB,MID
K. Gjasula,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,7.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250134709.jpg?v=0.05,ITA v ALB,MID
Uçan,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,18.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250022826.jpg?v=0.05,TUR v GEO,MID
B. Kutlu,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250143952.jpg?v=0.05,TUR v GEO,MID
A. Ömür,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,41.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250089842.jpg?v=0.05,TUR v GEO,MID
Danilo,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,191.0,209.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250014528.jpg?v=0.05,POR v CZE,MID
R. Sanches,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.0,183.0,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.07,POR v CZE,MID
R. James,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,406.0,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.07,SRB v ENG,DEF
K. Phillips,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,119.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250143242.jpg?v=0.05,SRB v ENG,MID
I. Konoplianka,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,41.0,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.07,ROU v UKR,MID
A. Lunin,4.5,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8273.0,3818.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250089824.jpg?v=0.05,ROU v UKR,GK
D. Schmid,4.5,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8523.0,5156.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250101677.jpg?v=0.05,HUN v SUI,MID
N. Schlotterbeck,4.5,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5712.0,4795.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250134856.jpg?v=0.05,GER v SCO,DEF
J. Vertonghen,4.5,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2704.0,1924.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/103704.jpg?v=0.05,BEL v SVK,DEF
G. Kobel,4.5,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1536.0,1423.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250069832.jpg?v=0.05,HUN v SUI,GK
J. Kankava,4.5,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2057.0,1536.0,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.07,TUR v GEO,MID
F. Schär,4.5,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1942.0,1375.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250050401.jpg?v=0.05,HUN v SUI,DEF
F. Mendy,4.5,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1008.0,1023.0,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.07,AUT v FRA,DEF
G. Mamardashvili,4.5,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,628.0,692.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250101805.jpg?v=0.05,TUR v GEO,GK
N. Kvekveskiri,4.5,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,961.0,754.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250004252.jpg?v=0.05,TUR v GEO,MID
J. Tah,4.5,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2066.0,1503.0,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.07,GER v SCO,DEF
W. Orbán,4.5,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,690.0,965.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250051754.jpg?v=0.05,HUN v SUI,DEF
P. Gulácsi,4.5,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,826.0,806.0,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.07,HUN v SUI,GK
I. Maatsen,4.5,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1922.0,1210.0,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.07,POL v NED,DEF
B. Verbruggen,4.5,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2132.0,1191.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250160574.jpg?v=0.05,POL v NED,GK
M. Erlić,4.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,196.0,521.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250081634.jpg?v=0.05,ESP v CRO,DEF
D. Vida,4.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,340.0,654.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/108567.jpg?v=0.05,ESP v CRO,DEF
W. Fofana,4.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159.0,454.0,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.07,AUT v FRA,DEF
J. Todibo,4.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,215.0,541.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250128268.jpg?v=0.05,AUT v FRA,DEF
A. Areola,4.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.0,468.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250013997.jpg?v=0.05,AUT v FRA,GK
O. Kakabadze,4.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,442.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250041121.jpg?v=0.05,TUR v GEO,DEF
G. Chakvetadze,4.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1005.0,476.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250090382.jpg?v=0.05,TUR v GEO,MID
L. Klosterman,4.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143.0,460.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250058260.jpg?v=0.05,GER v SCO,DEF
M. Ginter,4.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,382.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250055962.jpg?v=0.05,GER v SCO,DEF
K. Trapp,4.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,191.0,342.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/1902188.jpg?v=0.05,GER v SCO,GK
A. Theate,4.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,713.0,724.0,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.07,BEL v SVK,DEF
T. Meunier,4.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,652.0,842.0,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.07,BEL v SVK,DEF
M. Kerkez,4.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,685.0,900.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250163153.jpg?v=0.05,HUN v SUI,DEF
A. Szalai,4.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,372.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250079300.jpg?v=0.05,HUN v SUI,DEF
A. Buongiorno,4.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127.0,403.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250088491.jpg?v=0.05,ITA v ALB,DEF
G. Scalvini,4.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,231.0,535.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250129755.jpg?v=0.05,ITA v ALB,DEF
G. Mancini,4.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,452.0,679.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250075982.jpg?v=0.05,ITA v ALB,DEF
Emerson,4.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,229.0,549.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250100056.jpg?v=0.05,ITA v ALB,DEF
U. Çakır,4.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,448.0,410.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250078452.jpg?v=0.05,TUR v GEO,GK
T. Malacia,4.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148.0,448.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250091161.jpg?v=0.05,POL v NED,DEF
M. Flekken,4.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,465.0,566.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250167143.jpg?v=0.05,POL v NED,GK
P. Frankowski,4.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171.0,472.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250066342.jpg?v=0.05,POL v NED,DEF
J. Kiwior,4.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,455.0,783.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250105681.jpg?v=0.05,POL v NED,DEF
G. Inácio,4.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,470.0,414.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250136464.jpg?v=0.05,POR v CZE,DEF
R. Drăgușin,4.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,317.0,314.0,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.07,ROU v UKR,DEF
B. Özdemir,4.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,511.0,287.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250107378.jpg?v=0.05,TUR v GEO,MID
I. Zabarnyi,4.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,466.0,470.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250119185.jpg?v=0.05,ROU v UKR,DEF
A. Gunn,4.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,195.0,337.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250047105.jpg?v=0.05,GER v SCO,GK
V. Milinković-Savić,4.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,178.0,291.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250065792.jpg?v=0.05,SRB v ENG,GK
M. Dúbravka,4.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,263.0,274.0,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.07,BEL v SVK,GK
D. Hollý,4.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,313.0,243.0,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.07,BEL v SVK,MID
D. Črnigoj,4.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,913.0,663.0,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.07,SVN v DEN,MID
R. Sánchez,4.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0,225.0,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.07,ESP v CRO,GK
Ç. Söyüncü,4.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,295.0,311.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250082679.jpg?v=0.05,TUR v GEO,DEF
S. Kjær,4.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,307.0,362.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/108509.jpg?v=0.05,SVN v DEN,DEF
I. Grbić,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,174.0,264.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250056074.jpg?v=0.05,ESP v CRO,GK
S. Johnstone,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,118.0,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.07,SRB v ENG,GK
F. Forster,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,107.0,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.07,SRB v ENG,GK
C. Lukeba,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,361.0,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.07,AUT v FRA,DEF
B. Samba,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,234.0,247.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250059123.jpg?v=0.05,AUT v FRA,GK
G. Aburjania,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,223.0,214.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250031556.jpg?v=0.05,TUR v GEO,MID
R. Lewis,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,371.0,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.07,SRB v ENG,DEF
S. Lobjanidze,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.0,181.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250056716.jpg?v=0.05,TUR v GEO,MID
A. Mekvabishvili,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,254.0,238.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250101810.jpg?v=0.05,TUR v GEO,MID
